,Number_of_Children,Number_of_Children_Spouse,Sex,Age,Age_at_Marriage,Age_of_Spouse,Age_at_Marriage_Spouse,Age_Difference,Number_of_Roles,Spouse_is_Celebrity,Distance,Divorced
432,,,0,54.0,28.0,,,,2,0,,1
433,2.0,,0,45.0,22.0,,,,2,0,,1
434,2.0,,0,29.0,23.0,,,,2,0,,0
435,1.0,,0,46.0,32.0,,,,1,0,,0
436,3.0,,0,35.0,28.0,,,,2,0,,0
437,5.0,5.0,0,55.0,24.0,50.0,19.0,5.0,3,1,10.647284076387702,1
438,1.0,,0,54.0,51.0,,,,2,0,,0
439,1.0,1.0,0,31.0,26.0,41.0,36.0,10.0,2,1,5.994037752248824,0
440,,,0,35.0,32.0,33.0,30.0,2.0,4,0,572.6941076922728,0
441,1.0,,0,43.0,35.0,,,,1,0,,0
442,2.0,,0,37.0,32.0,,,,2,0,,0
443,,,0,49.0,27.0,54.0,32.0,5.0,2,1,9.056188088857716,0
444,,,0,33.0,32.0,,,,2,0,,0
445,1.0,,0,32.0,26.0,,,,2,0,,0
446,2.0,,0,40.0,31.0,,,,3,0,,0
447,2.0,,0,49.0,25.0,,,,3,0,,1
448,2.0,,0,38.0,31.0,,,,3,0,,0
449,,,0,30.0,27.0,42.0,39.0,12.0,2,0,11737.183147007638,0
450,1.0,,0,42.0,30.0,,,,2,0,,0
451,,,0,29.0,27.0,,,,2,0,,0
452,,,0,38.0,36.0,,,,2,0,,0
453,4.0,,0,37.0,30.0,,,,2,0,,0
454,2.0,,0,53.0,28.0,,,,2,0,,0
455,1.0,,0,44.0,42.0,,,,4,0,,0
456,1.0,,0,42.0,31.0,,,,1,0,,0
457,,,0,27.0,25.0,,,,2,0,,0
458,3.0,3.0,0,42.0,34.0,39.0,31.0,3.0,2,1,571.0275880390369,0
459,,,0,40.0,32.0,,,,2,0,,0
460,2.0,,0,32.0,30.0,,,,1,0,,0
461,3.0,,0,40.0,29.0,40.0,29.0,0.0,2,1,559.471188396801,0
462,3.0,,0,35.0,25.0,,,,1,0,,0
463,3.0,,0,47.0,22.0,,,,2,0,,0
464,3.0,3.0,0,45.0,31.0,44.0,30.0,1.0,4,1,0.0,0
465,1.0,,0,30.0,28.0,,,,2,0,,0
466,1.0,,0,41.0,27.0,,,,2,0,,1
467,1.0,,0,34.0,29.0,,,,2,0,,1
468,,,0,33.0,30.0,35.0,32.0,2.0,2,1,13787.670463013224,0
469,1.0,,0,33.0,31.0,,,,3,0,,0
470,3.0,,0,38.0,23.0,,,,2,0,,0
471,2.0,,0,54.0,28.0,,,,1,0,,0
472,,,0,48.0,41.0,,,,2,0,,0
473,,,0,35.0,24.0,37.0,26.0,2.0,1,0,8229.2308626679,0
474,4.0,5.0,0,68.0,30.0,94.0,56.0,26.0,1,0,3225.1044144960447,0
475,1.0,,0,78.0,18.0,100.0,42.0,24.0,2,0,480.7801373260528,1
476,1.0,4.0,0,89.0,18.0,72.0,24.0,6.0,3,1,0.0,1
477,2.0,,0,31.0,27.0,,,,1,0,,0
478,2.0,,0,66.0,35.0,78.0,50.0,15.0,2,0,351.0070974390779,1
479,2.0,,0,56.0,41.0,,,,1,0,,0
480,4.0,2.0,0,45.0,39.0,40.0,34.0,5.0,2,0,144.80563940852213,0
481,2.0,2.0,0,78.0,41.0,91.0,54.0,13.0,2,0,5574.915164966652,0
482,2.0,,0,87.0,31.0,,,,1,0,,0
483,,,0,79.0,58.0,,,,2,0,,0
484,2.0,,0,66.0,33.0,,,,1,0,,0
485,2.0,,0,55.0,42.0,,,,2,0,,0
486,,,0,63.0,46.0,,,,2,0,,1
487,4.0,,0,43.0,26.0,,,,1,0,,0
488,1.0,,0,32.0,29.0,,,,1,0,,0
489,1.0,,0,43.0,26.0,58.0,41.0,15.0,2,0,1535.3272613797667,1
490,1.0,,0,44.0,21.0,,,,2,0,,1
491,,1.0,0,39.0,27.0,48.0,36.0,9.0,3,0,347.3658969492984,1
492,3.0,3.0,0,58.0,24.0,57.0,23.0,1.0,2,0,106.67483293398364,1
493,2.0,,0,42.0,30.0,,,,2,0,,0
494,1.0,,0,45.0,35.0,,,,2,0,,1
495,2.0,2.0,0,51.0,46.0,50.0,45.0,1.0,3,0,2.706847667076373,0
496,,,0,72.0,19.0,,,,1,0,,1
497,2.0,,0,36.0,27.0,,,,3,0,,0
498,2.0,2.0,0,57.0,23.0,90.0,56.0,33.0,2,1,0.0,0
499,,,0,43.0,31.0,,,,2,0,,1
500,1.0,,0,84.0,19.0,81.0,50.0,31.0,1,0,724.9645449241303,0
501,,,0,,,67.0,53.0,,2,0,6477.379619792664,0
502,2.0,,0,86.0,21.0,,,,1,0,,0
503,1.0,,0,45.0,37.0,,,,2,0,,0
504,1.0,1.0,0,31.0,28.0,33.0,30.0,2.0,1,0,709.081625345756,1
505,,,0,43.0,28.0,,,,2,0,,0
506,1.0,,0,47.0,36.0,,,,2,0,,0
507,3.0,,0,62.0,23.0,,,,2,0,,1
508,1.0,,0,49.0,25.0,,,,1,0,,0
509,1.0,2.0,0,47.0,25.0,50.0,28.0,3.0,2,0,664.5075868733842,1
510,2.0,2.0,0,37.0,33.0,47.0,43.0,10.0,1,0,357.42292198609005,1
511,3.0,,0,75.0,40.0,,,,2,0,,0
512,3.0,3.0,0,53.0,32.0,52.0,31.0,1.0,2,0,467.79268516407967,0
513,1.0,1.0,0,47.0,25.0,48.0,26.0,1.0,1,0,26.895939379228068,1
514,,,0,46.0,44.0,,,,2,0,,1
515,2.0,,0,,,,,,2,0,,0
516,1.0,,0,39.0,30.0,,,,1,0,,0
517,2.0,,0,45.0,32.0,,,,1,0,,1
518,2.0,,0,75.0,25.0,,,,2,0,,1
519,,,0,38.0,33.0,,,,2,0,,0
520,3.0,,0,79.0,24.0,,,,2,0,,1
521,,,0,38.0,28.0,,,,1,0,,0
522,,,0,28.0,25.0,,,,1,0,,0
523,2.0,,0,47.0,20.0,,,,1,0,,0
524,1.0,1.0,0,41.0,36.0,31.0,26.0,10.0,3,1,13826.536820032485,0
525,,,0,,,,,,1,0,,0
526,,,0,35.0,29.0,,,,2,0,,0
527,1.0,,0,42.0,37.0,60.0,55.0,18.0,3,0,1560.7025934488522,0
528,2.0,2.0,0,49.0,23.0,49.0,23.0,0.0,2,0,1148.1030834742955,0
529,,,0,,,,,,2,0,,0
530,,,0,,,,,,2,0,,0
531,,,0,,,,,,2,0,,0
532,1.0,,0,39.0,28.0,42.0,31.0,3.0,2,0,2764.447394277399,1
533,1.0,,0,30.0,27.0,,,,1,0,,0
534,3.0,3.0,0,48.0,24.0,47.0,23.0,1.0,3,1,0.0,0
535,,,0,70.0,25.0,,,,1,0,,0
536,,,0,34.0,24.0,36.0,26.0,2.0,3,1,662.5708292065692,1
537,,,0,33.0,30.0,,,,2,0,,0
538,1.0,,0,35.0,23.0,,,,1,0,,0
539,2.0,,0,49.0,23.0,,,,3,0,,1
540,,,0,32.0,28.0,,,,2,0,,0
541,1.0,1.0,0,40.0,27.0,40.0,27.0,0.0,2,1,116.23837355444888,0
542,,,0,,,,,,2,0,,0
543,,,0,42.0,33.0,,,,1,0,,0
544,2.0,,0,40.0,33.0,,,,1,0,,0
545,1.0,,0,36.0,28.0,,,,2,0,,0
546,,,0,55.0,28.0,,,,1,0,,0
547,,,0,41.0,31.0,36.0,26.0,5.0,1,1,0.0,0
548,1.0,,0,49.0,34.0,,,,2,0,,0
549,2.0,,0,36.0,31.0,,,,1,0,,0
550,,,0,30.0,23.0,,,,1,0,,0
551,,,0,31.0,27.0,,,,1,0,,0
552,,,0,28.0,27.0,,,,1,0,,0
553,2.0,,0,42.0,28.0,,,,2,0,0.0,0
554,4.0,,0,60.0,21.0,,,,1,0,,1
555,2.0,,0,38.0,27.0,,,,1,0,,0
556,,,0,26.0,24.0,,,,1,0,,0
557,,,0,29.0,28.0,,,,1,0,,0
558,,,0,49.0,23.0,,,,1,0,,0
559,,,0,30.0,25.0,,,,2,0,,0
560,4.0,,0,43.0,22.0,,,,2,0,,1
561,3.0,,0,38.0,21.0,,,,2,0,,1
562,,,0,36.0,26.0,36.0,26.0,0.0,1,1,76.08155424122346,0
563,,,0,37.0,22.0,,,,3,0,,1
564,,,0,49.0,24.0,,,,1,0,,0
565,2.0,,0,52.0,26.0,,,,1,0,,0
566,,,0,42.0,24.0,,,,1,0,,0
567,3.0,,0,36.0,26.0,,,,2,0,,0
568,2.0,4.0,0,53.0,31.0,50.0,28.0,3.0,3,1,11243.864310989924,1
569,3.0,,0,36.0,20.0,48.0,32.0,12.0,1,0,5740.779926620474,1
570,1.0,,0,28.0,22.0,,,,1,0,,0
571,4.0,,0,44.0,21.0,,,,2,0,,1
572,,,0,41.0,28.0,,,,1,0,,1
573,2.0,,0,41.0,28.0,,,,2,0,,0
574,,,0,34.0,27.0,,,,2,0,,0
575,2.0,,0,40.0,24.0,,,,1,0,,1
576,2.0,,0,40.0,30.0,,,,2,0,,0
577,2.0,,0,38.0,30.0,,,,1,0,,0
578,1.0,,0,46.0,27.0,,,,1,0,,1
579,2.0,,0,38.0,30.0,,,,2,0,,0
580,2.0,,0,41.0,28.0,,,,1,0,,0
581,1.0,1.0,0,43.0,27.0,39.0,23.0,4.0,2,1,12200.416026719458,1
582,,,0,32.0,27.0,,,,1,0,,0
583,2.0,,0,43.0,29.0,,,,3,0,,0
584,,,0,53.0,28.0,,,,2,0,,0
585,3.0,,0,44.0,33.0,,,,2,0,,0
586,,,0,35.0,29.0,,,,2,0,,1
587,2.0,,0,41.0,29.0,,,,2,0,,0
588,1.0,,0,,,,,,3,0,,0
589,1.0,,0,43.0,30.0,,,,2,0,,0
590,1.0,,0,44.0,40.0,,,,2,0,,0
591,1.0,,0,50.0,43.0,,,,1,0,,0
592,3.0,5.0,0,49.0,24.0,46.0,21.0,3.0,1,1,0.0,1
593,2.0,,0,57.0,28.0,,,,2,0,,1
594,3.0,,0,38.0,30.0,,,,1,0,,0
595,,,0,56.0,29.0,51.0,24.0,5.0,2,0,60.53275338798253,1
596,,,0,29.0,25.0,,,,1,0,,0
597,3.0,3.0,0,43.0,25.0,50.0,32.0,7.0,1,1,0.0,0
598,3.0,,0,38.0,23.0,,,,2,0,,0
599,2.0,,0,33.0,22.0,,,,2,0,,0
600,2.0,,0,41.0,32.0,,,,3,0,,0
601,3.0,,0,83.0,29.0,,,,2,0,,0
602,3.0,3.0,0,45.0,31.0,48.0,34.0,3.0,1,0,46.22838394406457,0
603,2.0,,0,39.0,30.0,,,,1,0,,0
604,2.0,,0,35.0,27.0,,,,1,0,,0
605,,,0,30.0,24.0,44.0,38.0,14.0,1,0,22.458142742415465,0
606,2.0,,0,67.0,26.0,,,,1,0,,0
607,2.0,,0,43.0,24.0,,,,1,0,,1
608,,,0,46.0,26.0,,,,1,0,,0
609,3.0,,0,38.0,30.0,,,,2,0,,0
610,3.0,,0,40.0,27.0,,,,2,0,,0
611,2.0,1.0,0,48.0,33.0,47.0,32.0,1.0,4,0,,1
612,2.0,,0,69.0,36.0,,,,1,0,,0
613,2.0,,0,39.0,22.0,,,,1,0,,1
614,2.0,,0,59.0,20.0,,,,2,0,,1
615,,2.0,0,38.0,30.0,36.0,28.0,2.0,1,0,506.318763454181,0
616,1.0,,0,45.0,36.0,,,,2,0,,0
617,1.0,,0,55.0,43.0,,,,1,0,,0
618,,,0,25.0,22.0,,,,1,0,,1
619,,,0,48.0,29.0,,,,2,0,,0
620,,,0,55.0,27.0,,,,2,0,,0
621,2.0,,0,36.0,31.0,,,,1,0,,0
622,1.0,2.0,0,43.0,28.0,73.0,58.0,30.0,1,0,998.4150125024275,1
623,3.0,,0,46.0,21.0,,,,3,0,,1
624,,,0,29.0,26.0,,,,2,0,,0
625,,,0,38.0,36.0,,,,2,0,,0
626,2.0,,0,41.0,34.0,,,,2,0,,1
627,2.0,,0,51.0,42.0,,,,1,0,,0
628,,,0,56.0,46.0,,,,2,0,,1
629,1.0,,0,82.0,22.0,,,,2,0,,1
630,2.0,,0,49.0,31.0,,,,1,0,,0
631,1.0,,0,40.0,29.0,,,,1,0,,0
632,1.0,,0,49.0,28.0,,,,2,0,,1
633,2.0,3.0,0,71.0,27.0,81.0,37.0,10.0,2,1,6889.933424100406,1
634,2.0,,0,44.0,40.0,,,,1,0,,0
635,3.0,,0,69.0,27.0,,,,1,0,,1
636,2.0,,0,74.0,25.0,,,,3,0,,1
637,1.0,,0,75.0,48.0,,,,3,0,,1
638,,,0,35.0,33.0,42.0,40.0,7.0,2,0,1562.9169728887134,0
639,,,0,41.0,35.0,37.0,31.0,4.0,1,0,1550.2752255287096,0
640,,,0,44.0,31.0,,,,1,0,,0
641,2.0,2.0,0,35.0,28.0,34.0,27.0,1.0,2,0,945.76747585976,0
642,1.0,,0,30.0,26.0,,,,1,0,,0
643,2.0,,0,29.0,27.0,,,,2,0,,0
644,2.0,,0,44.0,37.0,,,,2,0,,0
645,,,0,52.0,36.0,49.0,33.0,3.0,2,0,45.7471905301521,1
646,1.0,,0,36.0,30.0,39.0,33.0,3.0,1,0,773.8673427026797,0
647,2.0,,0,45.0,33.0,,,,4,0,,1
648,2.0,,0,45.0,30.0,,,,1,0,,1
649,3.0,,0,68.0,18.0,,,,2,0,,0
650,4.0,,0,47.0,26.0,,,,2,0,,1
651,2.0,,0,31.0,26.0,,,,1,0,,0
652,,,0,48.0,32.0,,,,2,0,,0
653,3.0,3.0,0,36.0,21.0,47.0,32.0,11.0,2,1,494.059627615727,0
654,1.0,,0,32.0,31.0,,,,1,0,,0
655,,,0,48.0,28.0,52.0,32.0,4.0,2,0,0.0,0
656,1.0,,0,38.0,30.0,,,,1,0,,1
657,3.0,,0,45.0,39.0,,,,1,0,,0
658,2.0,,0,39.0,26.0,,,,2,0,,0
659,2.0,,0,36.0,23.0,,,,1,0,,1
660,1.0,1.0,0,34.0,29.0,35.0,30.0,1.0,2,0,61.34367970662007,0
661,1.0,,0,37.0,30.0,,,,2,0,,0
662,2.0,,0,44.0,24.0,,,,1,0,,1
663,,,0,87.0,30.0,88.0,32.0,2.0,1,0,1102.113387236302,1
664,,,0,27.0,25.0,30.0,28.0,3.0,2,1,391.08589034711054,0
665,,,0,34.0,26.0,,,,1,0,,0
666,3.0,3.0,0,47.0,35.0,38.0,26.0,9.0,2,1,663.6518242456004,0
667,,,0,29.0,28.0,,,,1,0,,0
668,1.0,2.0,0,35.0,24.0,39.0,28.0,4.0,2,1,1510.907506848415,0
669,2.0,2.0,0,40.0,26.0,42.0,28.0,2.0,3,0,0.0,0
670,1.0,,0,67.0,31.0,,,,1,0,,1
671,2.0,2.0,0,50.0,28.0,50.0,28.0,0.0,2,1,46.48162483743169,0
672,1.0,,0,39.0,30.0,43.0,34.0,4.0,1,0,,1
673,1.0,,0,34.0,29.0,,,,1,0,,0
674,1.0,,0,38.0,22.0,41.0,25.0,3.0,2,1,0.0,1
675,,,0,50.0,45.0,,,,2,0,,0
676,,,0,37.0,32.0,,,,1,0,,0
677,1.0,1.0,0,34.0,24.0,35.0,25.0,1.0,2,0,942.0122691123978,0
678,2.0,,0,38.0,28.0,32.0,22.0,6.0,1,1,,1
679,,,0,38.0,30.0,,,,2,0,,0
680,,,0,32.0,30.0,35.0,33.0,3.0,1,0,1122.538825082053,0
681,,,0,36.0,35.0,36.0,35.0,0.0,1,0,15579.254048446814,0
682,1.0,,0,28.0,21.0,,,,1,0,,1
683,2.0,,0,50.0,30.0,,,,2,0,,0
684,2.0,,0,46.0,31.0,,,,3,0,,0
685,2.0,,0,38.0,22.0,,,,1,0,,0
686,,,0,28.0,27.0,41.0,40.0,13.0,1,0,210.10954943364985,0
687,2.0,2.0,0,35.0,29.0,51.0,45.0,16.0,3,0,462.2748549836675,0
688,1.0,,0,35.0,28.0,,,,1,0,,0
689,1.0,,0,39.0,28.0,,,,1,0,,0
690,,,0,36.0,35.0,,,,1,0,,0
691,,,0,37.0,23.0,59.0,45.0,22.0,3,0,6.611973831620485,1
692,1.0,,0,26.0,25.0,,,,1,0,,0
693,2.0,,0,32.0,27.0,,,,1,0,,0
694,2.0,,0,30.0,24.0,,,,2,0,,0
695,1.0,,0,40.0,29.0,,,,1,0,,0
696,1.0,1.0,0,35.0,32.0,35.0,32.0,0.0,2,0,379.4427533250101,0
697,,,0,48.0,27.0,53.0,32.0,5.0,3,0,16.8236754620413,1
698,3.0,,0,38.0,27.0,,,,3,0,,0
699,,,0,37.0,27.0,,,,1,0,,0
700,3.0,3.0,0,37.0,29.0,35.0,27.0,2.0,3,0,20.626452427190443,1
701,4.0,4.0,0,39.0,28.0,41.0,30.0,2.0,3,0,1507.1793570115694,0
702,1.0,1.0,0,32.0,29.0,35.0,32.0,3.0,2,0,28.867238022210987,0
703,2.0,2.0,0,36.0,30.0,44.0,38.0,8.0,1,0,660.3225390757628,0
704,1.0,,0,59.0,27.0,,,,3,0,,1
705,,,0,45.0,17.0,,,,1,0,,0
706,1.0,,0,34.0,23.0,59.0,48.0,25.0,1,0,6755.71770939636,1
707,1.0,,0,,,,,,3,0,,1
708,2.0,,0,46.0,30.0,,,,3,0,,0
709,1.0,,0,43.0,34.0,,,,2,0,,0
710,2.0,,0,39.0,28.0,,,,1,0,,1
711,2.0,,0,50.0,35.0,,,,2,0,,0
712,3.0,,0,44.0,17.0,,,,2,0,,1
713,1.0,,0,38.0,16.0,,,,3,0,,1
714,1.0,,0,51.0,37.0,,,,2,0,,1
715,,,0,34.0,28.0,,,,1,0,,0
716,1.0,1.0,0,57.0,42.0,62.0,47.0,5.0,1,0,2414.9399901518973,0
717,3.0,,0,40.0,25.0,,,,1,0,,1
718,,,0,49.0,29.0,,,,2,0,,1
719,2.0,2.0,0,33.0,25.0,35.0,27.0,2.0,1,0,0.0,0
720,1.0,,0,31.0,25.0,,,,2,0,,0
721,,,0,34.0,28.0,,,,1,0,,0
722,2.0,,0,31.0,28.0,,,,2,0,,0
723,2.0,,0,43.0,35.0,,,,1,0,,0
724,3.0,,0,41.0,24.0,,,,2,0,,1
725,,,0,51.0,40.0,,,,2,0,,0
726,2.0,,0,41.0,25.0,,,,2,0,,0
727,1.0,,0,33.0,28.0,,,,3,0,,1
728,4.0,,0,88.0,22.0,,,,1,0,,0
729,3.0,3.0,0,32.0,25.0,41.0,34.0,9.0,1,1,254.02384258030295,0
730,,,0,37.0,29.0,,,,1,0,,0
731,4.0,,0,55.0,30.0,,,,1,0,,1
732,2.0,,0,39.0,33.0,,,,1,0,,0
733,1.0,,0,46.0,22.0,,,,1,0,,1
734,6.0,,0,44.0,32.0,,,,2,0,,0
735,,,0,50.0,26.0,,,,1,0,,1
736,2.0,,0,,,61.0,34.0,,3,1,57.29192969353908,1
737,1.0,2.0,0,36.0,29.0,46.0,39.0,10.0,2,0,3031.8129027214104,1
738,4.0,,0,49.0,21.0,,,,2,0,,1
739,1.0,,0,46.0,40.0,,,,2,0,,1
740,2.0,,0,49.0,35.0,,,,1,0,,0
741,2.0,,0,50.0,38.0,,,,2,0,,0
742,,,0,39.0,27.0,,,,1,0,,1
743,1.0,,0,56.0,26.0,,,,1,0,,1
744,3.0,,0,88.0,27.0,71.0,36.0,9.0,1,0,272.9048078057207,1
745,1.0,,0,49.0,37.0,,,,3,0,,1
746,1.0,,0,50.0,38.0,,,,3,0,,1
747,1.0,2.0,0,45.0,38.0,36.0,29.0,9.0,2,0,8943.851068345692,1
748,,,0,57.0,54.0,,,,1,0,,0
749,3.0,2.0,0,45.0,20.0,51.0,26.0,6.0,2,0,9922.759364553576,1
750,,,0,36.0,32.0,,,,2,0,,0
751,4.0,,0,45.0,20.0,,,,2,0,,0
752,2.0,,0,47.0,26.0,,,,2,0,,1
753,,,0,39.0,37.0,,,,2,0,,0
754,2.0,2.0,0,37.0,22.0,44.0,29.0,7.0,3,1,57.29192969353908,1
755,,,0,,,,,,2,0,,1
756,3.0,2.0,0,53.0,27.0,45.0,19.0,8.0,1,1,161.9036793434082,1
757,,,0,34.0,27.0,,,,1,0,,0
758,,,0,51.0,41.0,,,,1,0,,0
759,3.0,3.0,0,35.0,26.0,44.0,35.0,9.0,1,1,15434.06462590129,0
760,1.0,1.0,0,37.0,34.0,30.0,27.0,7.0,2,0,0.0,0
761,,,0,28.0,21.0,,,,2,0,,0
762,,,0,27.0,22.0,,,,2,0,,0
763,,,0,51.0,24.0,,,,1,0,,0
764,1.0,,0,,,,,,2,0,,0
765,,,0,46.0,31.0,,,,2,0,,0
766,,,0,40.0,31.0,,,,3,0,,0
767,1.0,,0,38.0,30.0,44.0,36.0,6.0,2,1,508.6666110581168,1
768,2.0,,0,39.0,23.0,,,,1,0,,0
769,2.0,,0,45.0,44.0,,,,3,0,,0
770,1.0,,0,38.0,23.0,49.0,34.0,11.0,2,0,,1
771,2.0,,0,41.0,35.0,,,,1,0,,0
772,,,0,48.0,47.0,,,,1,0,,0
773,,,0,37.0,29.0,,,,2,0,,0
774,,,0,,,,,,1,0,,0
775,1.0,,0,23.0,21.0,,,,2,0,,0
776,2.0,,0,43.0,26.0,,,,1,0,,0
777,,,0,29.0,28.0,,,,1,0,,0
778,3.0,,0,52.0,24.0,,,,1,0,,1
779,,,0,39.0,20.0,,,,2,0,4345.525119579823,1
780,2.0,,0,56.0,29.0,,,,1,0,,1
781,2.0,2.0,0,38.0,23.0,44.0,29.0,6.0,1,0,1037.9196575503818,0
782,,,0,43.0,39.0,,,,3,0,,0
783,,,0,28.0,27.0,36.0,35.0,8.0,2,0,0.0,0
784,,,0,29.0,26.0,30.0,27.0,1.0,2,0,1032.994419677507,1
785,1.0,,0,53.0,16.0,,,,2,0,,0
786,,,0,41.0,26.0,,,,2,0,,1
787,,,0,31.0,20.0,38.0,27.0,7.0,1,1,0.0,0
788,,,0,26.0,20.0,29.0,23.0,3.0,1,0,0.0,0
789,2.0,2.0,0,41.0,32.0,42.0,33.0,1.0,2,1,1107.814989509243,0
790,,,0,36.0,33.0,,,,1,0,,0
791,,,0,32.0,25.0,39.0,32.0,7.0,2,0,1032.994419677507,0
792,,,0,52.0,42.0,,,,1,0,,0
793,1.0,,0,,,38.0,35.0,,2,0,,0
794,1.0,,0,52.0,40.0,,,,3,0,,0
795,,,0,35.0,30.0,,,,1,0,,0
796,,2.0,0,36.0,22.0,50.0,36.0,14.0,2,0,,1
797,,,0,31.0,22.0,,,,3,0,,1
798,,,0,,,,,,1,0,,0
799,2.0,2.0,0,68.0,20.0,72.0,24.0,4.0,2,1,0.0,0
800,,,0,38.0,30.0,,,,2,0,,1
801,1.0,,0,69.0,23.0,,,,2,0,,1
802,,,0,39.0,27.0,,,,1,0,,0
803,,,0,31.0,28.0,,,,1,0,,0
804,1.0,1.0,0,,,40.0,30.0,,1,0,738.6835495288939,0
805,,,0,37.0,26.0,,,,2,0,,1
806,,,0,38.0,24.0,,,,1,0,,0
807,1.0,,0,35.0,24.0,38.0,27.0,3.0,1,0,1276.0581021078644,1
808,2.0,,0,44.0,30.0,,,,1,0,,0
809,,,0,35.0,30.0,,,,2,0,,1
810,1.0,,0,46.0,,,,,1,0,,1
811,,,0,47.0,30.0,,,,2,0,,0
812,1.0,,0,29.0,23.0,,,,1,0,,0
813,2.0,,0,40.0,27.0,,,,1,0,,0
814,1.0,,0,38.0,26.0,,,,2,0,,1
815,3.0,,0,36.0,22.0,,,,2,0,,1
816,,,0,40.0,28.0,,,,1,0,,1
817,,,0,32.0,29.0,34.0,31.0,2.0,1,0,9181.73899336936,0
818,,,0,36.0,19.0,55.0,38.0,19.0,1,0,4664.837240561092,0
819,1.0,,0,37.0,30.0,,,,1,0,,0
820,1.0,,0,42.0,26.0,,,,1,0,,1
821,,,0,40.0,24.0,,,,2,0,,1
822,1.0,,0,35.0,27.0,,,,1,0,,1
823,1.0,2.0,0,38.0,25.0,42.0,29.0,4.0,1,0,2482.787509903508,1
824,2.0,,0,38.0,26.0,,,,1,0,,0
825,1.0,,0,,,47.0,42.0,,1,0,5027.962901545095,0
826,1.0,,0,29.0,23.0,,,,1,0,,0
827,5.0,,0,41.0,19.0,,,,2,0,,1
828,1.0,,0,31.0,26.0,,,,1,0,,1
829,1.0,,0,43.0,27.0,,,,1,0,,0
830,1.0,,0,36.0,25.0,,,,1,0,,0
831,3.0,,0,52.0,19.0,,,,1,0,,1
832,2.0,2.0,0,46.0,28.0,51.0,33.0,5.0,1,0,1145.3271448973103,0
833,1.0,1.0,0,38.0,37.0,42.0,41.0,4.0,1,1,8112.183858067683,0
834,1.0,,0,44.0,25.0,,,,1,0,,1
835,1.0,,0,31.0,28.0,,,,3,0,,0
836,1.0,,0,28.0,26.0,,,,3,0,,0
837,1.0,1.0,0,52.0,38.0,52.0,38.0,0.0,3,0,197.7626090993637,0
838,,,0,37.0,36.0,,,,2,0,,0
839,2.0,,0,39.0,34.0,,,,2,0,,0
840,3.0,,0,46.0,28.0,,,,1,0,,0
841,3.0,,0,55.0,33.0,,,,3,0,,0
842,2.0,,0,46.0,27.0,53.0,34.0,7.0,1,0,0.0,1
843,,,0,42.0,27.0,,,,2,0,,0
844,1.0,,0,52.0,27.0,,,,1,0,,1
845,2.0,,0,43.0,27.0,,,,1,0,,0
846,2.0,,0,72.0,24.0,,,,2,0,,0
847,2.0,,0,68.0,18.0,,,,2,0,,1
848,,,0,71.0,30.0,71.0,30.0,0.0,2,0,695.821326152461,1
849,,,0,39.0,20.0,,,,1,0,,1
850,1.0,,0,53.0,29.0,,,,2,0,,1
851,1.0,,0,33.0,27.0,,,,1,0,,1
852,,,0,40.0,31.0,,,,3,0,,0
853,,,0,29.0,28.0,,,,1,0,,0
854,,,0,28.0,20.0,,,,1,0,,0
855,,,0,41.0,29.0,,,,1,0,,0
856,1.0,,0,29.0,28.0,,,,2,0,,0
857,1.0,1.0,0,43.0,36.0,50.0,43.0,7.0,1,0,500.3155106093377,0
858,,,0,28.0,25.0,,,,1,0,,0
859,,,0,39.0,23.0,,,,2,0,,1
860,,,0,71.0,24.0,,,,2,0,,1
861,1.0,,0,48.0,43.0,,,,2,0,,0
862,,,0,31.0,27.0,,,,1,0,,0
863,,,0,35.0,34.0,,,,3,0,,0
864,,,0,43.0,42.0,33.0,32.0,10.0,2,0,11066.373127483635,0
865,1.0,,0,39.0,26.0,,,,3,0,,0
866,,,0,48.0,32.0,,,,3,0,,1
867,1.0,,0,45.0,38.0,,,,1,0,,1
868,1.0,1.0,0,41.0,35.0,43.0,37.0,2.0,2,0,104.11463928037718,1
869,2.0,,0,42.0,31.0,,,,2,0,,0
870,2.0,2.0,0,39.0,27.0,47.0,35.0,8.0,2,0,195.43249350555973,0
871,2.0,2.0,0,52.0,34.0,54.0,36.0,2.0,2,0,59.592338776630754,0
872,2.0,,0,43.0,37.0,,,,2,0,,0
873,2.0,2.0,0,51.0,38.0,51.0,38.0,0.0,2,0,0.0,0
874,1.0,,0,40.0,38.0,,,,2,0,,0
875,2.0,2.0,0,39.0,28.0,40.0,29.0,1.0,2,1,0.0,0
876,3.0,,0,43.0,23.0,,,,2,0,,0
877,2.0,,0,52.0,38.0,,,,2,0,,0
878,1.0,,0,43.0,27.0,,,,2,0,,1
879,1.0,1.0,0,36.0,30.0,44.0,38.0,8.0,2,1,0.0,0
880,2.0,,0,39.0,33.0,,,,2,0,,0
881,,,0,40.0,33.0,,,,3,0,,0
882,,,0,30.0,29.0,,,,2,0,,0
883,1.0,1.0,0,33.0,32.0,32.0,31.0,1.0,3,0,273.5632487401692,0
884,2.0,,0,44.0,32.0,,,,2,0,,1
885,1.0,,0,38.0,34.0,,,,2,0,,0
886,,1.0,0,42.0,36.0,38.0,32.0,4.0,2,0,112.3711201319242,1
887,1.0,2.0,0,50.0,36.0,56.0,42.0,6.0,2,0,165.80130748947852,0
888,2.0,,0,42.0,26.0,,,,2,0,,1
